+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                             ;
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_errfifo|dcfifo_component|auto_generated|rs_brp                                                                                                      ; 10    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_errfifo|dcfifo_component|auto_generated|fifo_ram                                                                                                    ; 28    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_errfifo|dcfifo_component|auto_generated|wrptr_gp                                                                                                    ; 3     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_errfifo|dcfifo_component|auto_generated|wrptr_g1p                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_errfifo|dcfifo_component|auto_generated|rdptr_g1p                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_errfifo|dcfifo_component|auto_generated|ws_dgrp_gray2bin                                                                                            ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_errfifo|dcfifo_component|auto_generated|wrptr_g_gray2bin                                                                                            ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_errfifo|dcfifo_component|auto_generated|rs_dgwp_gray2bin                                                                                            ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_errfifo|dcfifo_component|auto_generated|rdptr_g_gray2bin                                                                                            ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_errfifo|dcfifo_component|auto_generated                                                                                                             ; 14    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_errfifo                                                                                                                                             ; 14    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|wrfull_eq_comp_msb_mux                                                                                     ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|wrfull_eq_comp_lsb_mux                                                                                     ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|rdemp_eq_comp_msb_mux                                                                                      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|rdemp_eq_comp_lsb_mux                                                                                      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|wrfull_eq_comp_msb                                                                                         ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|wrfull_eq_comp_lsb                                                                                         ; 12    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|wrfull_eq_comp1_msb                                                                                        ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|wrfull_eq_comp1_lsb                                                                                        ; 12    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|rdempty_eq_comp_msb                                                                                        ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|rdempty_eq_comp_lsb                                                                                        ; 12    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|rdempty_eq_comp1_msb                                                                                       ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|rdempty_eq_comp1_lsb                                                                                       ; 12    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|ws_dgrp|dffpipe19                                                                                          ; 13    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|ws_dgrp                                                                                                    ; 13    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|ws_bwp                                                                                                     ; 13    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|ws_brp                                                                                                     ; 13    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|rs_dgwp|dffpipe16                                                                                          ; 13    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|rs_dgwp                                                                                                    ; 13    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|rs_bwp                                                                                                     ; 13    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|rs_brp                                                                                                     ; 13    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|fifo_ram                                                                                                   ; 61    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|wrptr_gp                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|wrptr_g1p                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|rdptr_g1p                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|ws_dgrp_gray2bin                                                                                           ; 11    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|wrptr_g_gray2bin                                                                                           ; 11    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|rs_dgwp_gray2bin                                                                                           ; 11    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated|rdptr_g_gray2bin                                                                                           ; 11    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo|dcfifo_component|auto_generated                                                                                                            ; 41    ; 0              ; 0            ; 0              ; 58     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst|eth_rxdma_datafifo                                                                                                                                            ; 41    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|eth_rxdma_inst                                                                                                                                                               ; 98    ; 5              ; 30           ; 5              ; 113    ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|desc_ram|altsyncram_component|auto_generated                                                                                                                                 ; 81    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|desc_ram                                                                                                                                                                     ; 83    ; 2              ; 0            ; 2              ; 64     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|ptr_ram|altsyncram_component|auto_generated                                                                                                                                  ; 81    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst|ptr_ram                                                                                                                                                                      ; 83    ; 35             ; 0            ; 35             ; 64     ; 35              ; 35            ; 35              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|eth_avalon_inst                                                                                                                                                                              ; 144   ; 0              ; 19           ; 0              ; 155    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|rxethmac1|crcrx                                                                                                                                                                              ; 8     ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|rxethmac1|rxaddrcheck1                                                                                                                                                                       ; 144   ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|rxethmac1|rxcounters1                                                                                                                                                                        ; 30    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|rxethmac1|rxstatem1                                                                                                                                                                          ; 10    ; 0              ; 2            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|rxethmac1                                                                                                                                                                                    ; 143   ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|txethmac1|random1                                                                                                                                                                            ; 34    ; 0              ; 9            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|txethmac1|txcrc                                                                                                                                                                              ; 8     ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|txethmac1|txstatem1                                                                                                                                                                          ; 51    ; 0              ; 0            ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|txethmac1|txcounters1                                                                                                                                                                        ; 55    ; 0              ; 0            ; 0              ; 40     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|txethmac1                                                                                                                                                                                    ; 85    ; 0              ; 0            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|maccontrol1|transmitcontrol1                                                                                                                                                                 ; 75    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|maccontrol1|receivecontrol1                                                                                                                                                                  ; 74    ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|maccontrol1                                                                                                                                                                                  ; 103   ; 0              ; 0            ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|TXCTRL_2                                                                                                                                                                             ; 5     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|TXCTRL_1                                                                                                                                                                             ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|TXCTRL_0                                                                                                                                                                             ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|RXHASH1_3                                                                                                                                                                            ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|RXHASH1_2                                                                                                                                                                            ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|RXHASH1_1                                                                                                                                                                            ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|RXHASH1_0                                                                                                                                                                            ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|RXHASH0_3                                                                                                                                                                            ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|RXHASH0_2                                                                                                                                                                            ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|RXHASH0_1                                                                                                                                                                            ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|RXHASH0_0                                                                                                                                                                            ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|MAC_ADDR1_1                                                                                                                                                                          ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|MAC_ADDR1_0                                                                                                                                                                          ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|MAC_ADDR0_3                                                                                                                                                                          ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|MAC_ADDR0_2                                                                                                                                                                          ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|MAC_ADDR0_1                                                                                                                                                                          ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|MAC_ADDR0_0                                                                                                                                                                          ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|MIIRX_DATA                                                                                                                                                                           ; 20    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|MIITX_DATA_1                                                                                                                                                                         ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|MIITX_DATA_0                                                                                                                                                                         ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|MIIADDRESS_1                                                                                                                                                                         ; 9     ; 1              ; 0            ; 1              ; 5      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|MIIADDRESS_0                                                                                                                                                                         ; 9     ; 1              ; 0            ; 1              ; 5      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|MIICOMMAND2                                                                                                                                                                          ; 5     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|MIICOMMAND1                                                                                                                                                                          ; 5     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|MIICOMMAND0                                                                                                                                                                          ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|MIIMODER_1                                                                                                                                                                           ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|MIIMODER_0                                                                                                                                                                           ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|CTRLMODER_0                                                                                                                                                                          ; 7     ; 1              ; 0            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|TX_BD_NUM_0                                                                                                                                                                          ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|COLLCONF_2                                                                                                                                                                           ; 8     ; 1              ; 0            ; 1              ; 4      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|COLLCONF_0                                                                                                                                                                           ; 10    ; 1              ; 0            ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|PACKETLEN_3                                                                                                                                                                          ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|PACKETLEN_2                                                                                                                                                                          ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|PACKETLEN_1                                                                                                                                                                          ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|PACKETLEN_0                                                                                                                                                                          ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|IPGR2_0                                                                                                                                                                              ; 11    ; 1              ; 0            ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|IPGR1_0                                                                                                                                                                              ; 11    ; 1              ; 0            ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|IPGT_0                                                                                                                                                                               ; 11    ; 1              ; 0            ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|INT_MASK_0                                                                                                                                                                           ; 11    ; 1              ; 0            ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Medipix_sopc|the_igor_mac|igor_mac|ethreg1|MODER_2                                                                                                                                                                              ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
